"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Tanzania","TZA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","6804527.76","5308106.422","6094358.921","","","","","","","","","","","","","","","","","509776.4495","810377.429","645295.672","4017023.7051","15400019.127","20300037.6204","29674900","26991637.5","27101500","33886400.993188","33223895.3750212","29654900.3060239","39371684.098","47747833.4299866","46611927.7555386","123023671.666771","133400000","162402671.058264","129703911.32575","98283104.93025","103818117.805111","108374755.875715","114385281.804762","99054685.0191791","87214900.1096873","86974410.9336047","","",
"Uganda","UGA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","4099999.905","500000","","","","","","","","","","","","","","","","","","229300000","353000000","354682787.235142","357648054.733389","181806184.128315","194093350.611089","197011480.809639","206068761.958395","235713817.426315","381043892.119069","482615626.422484","331099938.256816","395371393.19833","325374046.280457","367618755.016584","301772021.253703","278222282.503545","349353415.866986","344724544.18267","399985495.005538","373066640.870716","195518828.406664","212839609.873951","",
"Ukraine","UKR","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","4000000","3000000","3000000","5000000","","4000000","4000000","6000000","186000000","255000000","353000000","714000000","613000000","703000000","849000000","1003000000","1716000000","1702000000","627000000","559000000","584000000","565000000","575000000","843000000","1083000000","2036000000",
"Upper middle income","UMC","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","249599899.3","296903083.2954","294763141.6215","438359400.0456","585303132.1787","814041829.6045","826827128.7196","1764564577.6713","2040378782.0813","2044539143.9797","2688193225.5898","3145881961.5982","3127162021.8308","3537830308.3078","2679276226.8728","2151968890.3672","1965871350.5074","2208213548.9648","2402318152.3114","2457402116.5098","2545302300.3682","2125804404.45245","2065099919.64732","2171190737.33589","2330483168.66793","3919679741.6234","4258533466.64525","5073587711.78291","6022867372.25686","3867480532.24317","4776908891.53945","5919687540.90007","9929504200.86134","11443034680.096","17839427946.0971","22309962237.6675","30142830122.4979","40502808939.8341","51970176521.8811","46172836836.982","49942190988.6973","56347303678.711","64929195292.5858","73085001341.2042","72531892843.7324","60111070370.4204","55921179055.3458","71582017589.2422","76578400010.6718","80408946949.1","72232570052.2898","77543708706.263","61261309003.4139",
"Uruguay","URY","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","1299999.952","","","","","","","","","","","","","","","","","","","","","","","","1421609","1770000","2176000","2843000","3536000","4678000","5629000","6651000","7211000","10013756.307948","100492128.282548","93965893.1760285","87384745.1695874","85258958.7457025","101050222.55834","109274299.841542","116799722.850059","106386581.291976","117747674.759778","127108442.549403",
"United States","USA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","650000000","700000000","670000000","710000000","680000000","590000000","650000000","1060000000","1170000000","1220000000","1360000000","4720000000","5140000000","5450000000","5990000000","6330000000","8660000000","8806000000","9005000000","10220000000","11850000000","13919000000","16156300000","18041200000","20365700000","22181400000","23723200000","25593600000","27426700000","33346000000","34397000000","38219000000","40109000000","40943000000","44357000000","47751000000","50974000000","53039000000","55679000000","50555000000","50527000000","50854000000","52371000000","55003000000","57239000000","60719000000","62870000000","64114000000","66836000000","71583000000","66126000000","73720000000","81636000000",
"Uzbekistan","UZB","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148296600","189561600","327699000","473929050","385683587.25","260825190","341066130","402304500","676778600","607071500","335516240","159289200","174311760","244064391.29","274721976.95949","341077595.279748","447730939.372382","625458701.549936",
"St. Vincent and the Grenadines","VCT","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","3155555.487","5133333.206","3859259.367","3048148.155","3051851.85185185","800000","","2962962.96296296","2625925.92592592","2337037.03703704","2188888.88888889","3696296.2962963","3844444.44444444","3633333.33333333","4459259.25925926","4545555.55555556","3801851.85185185","3653200","3939251.85185185","4716666.66666667","5090422.22222222","5605837.77777777","5265628.14814815","5286984.81481481","5615745.18518518","5741076.66666667","6164354.07407407","6444994.81481481","11544080.6020741","10052444.7155805","12403062.647657","12273181.1450927","10815235.0144796","10428523.9592593","9821315.31283704","8431073.59763329","",
"Venezuela, RB","VEN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","87000000","80000000","90000000","106000000","136000000","144000000","170000000","232000000","372000000","389000000","418000000","383000000","615000000","187000000","208000000","217000000","185000000","215000000","211000000","368000000","701000000","677000000","858000000","729000000","609000000","203000000","290000000","211000000","261000000","195000000","331000000","406000000","383000000","209000000","214000000","211000000","257000000","662000000","841000000","582000000","805000000","782000000","899000000","1117000000","193000000","105000000","54000000","","","","","","",
"British Virgin Islands","VGB","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46000000","","","","","","","","",
"Vanuatu","VUT","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","17088064.19","12026044.85","14647955.89","15122900.96","13905146.6","17753858.57","16217096.33","15611820.22","12392464.4335746","12985765.7250027","12784758.0257862","9229367.62037977","10734383.4973392","11454298.8001053","33633049.6175371","30329271.5887659","14112241.2637959","14604007.6937463","17194271.8833603","16109883.7861794","2148163.9312906","2719771.82586229","2979821.69576734","3001021.45533949","3138417.38298658","2625059.27753149","2549130.44198924","2694966.43273915","3076580.16847309","3534769.46019646","2382241.23181849","2444150.9776013","3714947.69399033","3331006.95081481","4552015.08131006","4852129.67479857","10171324.3748898","15028417.7143339","11451941.6636633","9703252.68183078","",
"World","WLD","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","1400867148.2919","4050961448.0186","4800562874.3266","6431468298.5163","7455824099.0909","11909587556.214","12970602510.5267","17454646980.2893","22826658510.0855","26280182305.5902","30206296631.9598","33433043829.2044","34307562900.2293","33890397655.9956","32797985284.427","32773412420.1277","38811813384.5335","45102499106.3538","50016794504.4392","54620582882.7419","65248227353.5536","70500349683.0474","77573374929.3892","80933158921.8768","85168670570.3634","96283264490.8089","99063400345.5154","98816457121.0587","102026661490.397","113019498816.712","115873102907.077","124836187299.684","139198086080.958","153083552088.141","174547441816.663","190279561028.27","216787698177.486","260876786471.164","318413305652.596","305682171679.452","312958839810.12","352981089240.119","365425136447.864","400239434843.75","407434457469.144","384904613075.298","387163491479.377","418951823682.025","442011453893.107","451885261370.771","427896826776.101","465378695584.252","440290617018.081",
"Samoa","WSM","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","195967.2272","219164.8483","249793.9914","2235107.66","2722237.11","3052144.04099541","3092153.25133803","4318194.87290384","2931554.14772898","3558133.23709981","4115785.09375573","5860676.92578455","3106231.1517866","2934504.4060255","3119656.7581058","4667156.219","6214655.876","7762155.533","9309655.19","10857154.7249009","15535586.7299641","20918751.4044585","10205979.0137889","8592645.19822753","8453372.80617743","8947643.19451591","12405220.0086202","11039604.5741214","18219957.6329183","12467914.7927473","15747451.0949146","17712737.9459102","18966688.9975957","17312561.1108665","19773166.0639656","21124520.6539397","25873304.3769797","27028757.5144267",
"Kosovo","XKX","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172341725.556181","161865590.612608","120048126.039415","96115411.9410518","127064213.167584","155674358.060718","127120642.662161","151105057.111296","117999218.449589","106278640.239971","99795784.7819334","68395898.1673639","66754503.0142292","61995082.3304922","58958746.8431269","42016018.4361818","49721161.4593699","53002697.3353181","60712231.8666469",
"Yemen, Rep.","YEM","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106400001.5","125400001.5","93800003.05","94300003.05","68400001.53","61200000.76","59599998.47","41400001.53","42700000.76","27000000","60504001.62","63604000.09","64304000.85","59994068.15","108315467.8","109495910","120440000","318720000","336840000","336840000","338320000","333420000","337707048","333295533","335395533","333389518","332700000","","","","","","",
"South Africa","ZAF","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","236599899.3","283822326.7","279514373.8","423839386","566159301.8","666929443.4","576150024.4","629049987.8","696900024.4","805829650.9","1016783813","1049835815","952328369.1","1079986450","934106750.5","721691406.3","843415832.5","1069280151","1070528687","1093382080","1115615401.06931","802710419.597008","738430488.604319","631943781.991882","571592532.23325","566617152.303803","518459412.810091","581840215.56912","616228476.389861","641272393.336099","614277481.871135","520760001.242934","505532298.703999","705751528.172236","934598613.506281","1041844333.33376","1055126655.0932","1172716921.71143","1118933008.99575","1143855053.34513","1352799185.48405","1422697864.68309","1319944369.44932","1181980418.6965","1093585875.83944","980097838.522207","896798664.324972","1033489764.49071","1097843691.03595","1052038112.59502","920781830.149879","1066450455.4384","1011887843.09604",
"Zambia","ZMB","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","70300003.05","113900001.5","82400001.53","69400001.53","36799999.24","39000000","25799999.24","23700000.76","41900001.53","19100000.38","23600000.38","25700000.76","14900000","18700000","","","","","","59000000","39200000","21800000","24100000","28400000","37500000","71500000","76100000","93662000","115457000","123930000","138885000","65617000","68063986","70413825.16","96922000","77324470.741963","81199881.1354425","72104698.870737","63405836.4378634","121370620.673676","132001364.063928","103806723.85359","88510886.0824227","122331951.706984","131254122.967163",
